Last inventory,Operating system,RAM (MB),CPU (MHz)
2019-04-30 08:02:00,Microsoft Windows XP Professional,1024,2666
2018-12-07 13:54:16,Microsoft Windows 7 Professional,1024,2933
2022-04-28 11:07:35,Microsoft Windows 7 Professional,2048,2133
2020-11-27 13:57:19,Microsoft Windows 7 Professional,2048,2133
2022-10-04 16:30:29,Microsoft Windows 7 Professional,2048,2133
2021-06-07 13:30:10,Microsoft Windows 7 Professional,2048,2133
2021-11-12 17:24:57,Microsoft Windows 7 Professional,1024,2667
2021-09-28 13:18:47,Microsoft Windows 7 Professional,1024,2133
2021-04-26 12:22:39,Microsoft Windows 7 Ultimate,3072,2133
2022-08-04 09:15:41,Microsoft Windows 7 Professional,2048,2133
2019-07-19 10:51:22,Microsoft Windows XP Professional,2048,2925
2021-01-13 10:57:25,Microsoft Windows XP Professional,2048,2926
2020-02-16 20:54:39,Microsoft Windows 7 Professional,3071,2936
2020-02-14 10:03:48,Microsoft Windows 10 Pro,3550,3200
2019-05-09 07:59:49,Microsoft Windows 7 Professional,2048,2933
2019-09-11 17:48:08,Microsoft Windows 7 Professional,2048,2933
2020-10-13 10:24:27,Microsoft Windows 7 Professional,2048,2933
2019-03-11 11:15:28,Microsoft Windows 7 Professional,2048,2933
2020-07-15 14:27:08,Microsoft Windows 7 Professional,2048,2933
2020-08-25 03:17:27,Microsoft Windows 7 Professional,2048,2933
2022-10-20 08:05:14,Microsoft Windows 7 Professional,1024,2933
2019-03-26 07:41:29,Microsoft Windows 7 Professional,2048,2933
2021-01-22 13:02:16,Microsoft Windows 7 Professional,2048,2933
2019-03-19 10:12:26,Microsoft Windows 7 Professional,1024,2667
2020-11-03 17:27:33,Microsoft Windows 7 Professional,2048,2133
2019-03-08 08:31:37,Microsoft Windows 7 Professional,2048,2133
2022-04-04 08:24:06,Microsoft Windows 7 Professional,2048,2133
2022-10-18 12:42:45,Microsoft Windows 7 Ultimate,4096,1801
2019-05-08 16:08:53,Microsoft Windows 7 Ultimate,3207,2400
2022-02-18 12:44:33,Microsoft Windows 7 Professional,3292,2600
2022-02-18 16:10:15,Microsoft Windows 7 Professional,3292,2600
2021-08-02 08:38:49,Microsoft Windows XP Professional,1024,2194
2019-11-12 11:47:31,Microsoft Windows XP Professional,1024,1406
2018-12-18 13:08:43,Microsoft Windows 7 Ultimate,1024,2200
2022-10-27 08:19:21,Microsoft Windows 7 Professional,2941,2936
2022-10-27 07:12:56,Microsoft Windows 7 Professional,4096,2936
2021-02-25 09:22:43,Microsoft Windows 10 Pro,5731,2496
2022-10-27 13:33:01,Microsoft Windows 10 Pro,8192,2496
2020-10-28 10:52:29,Microsoft Windows 7 Professional,4096,2936
2022-03-17 08:58:48,Microsoft Windows 7 Professional,4096,2936
2022-07-05 15:33:29,Microsoft Windows 7 Professional,4096,2936
2018-12-03 11:59:02,Microsoft Windows 7 Professional,2941,2936
2021-08-23 09:20:53,Microsoft Windows 7 Professional,2941,2936
2019-08-26 09:53:22,Microsoft Windows 7 Professional,2941,2936
2021-04-06 09:11:01,Microsoft Windows 7 Professional,4096,2936
2021-09-13 07:43:57,Microsoft Windows 7 Professional,4096,2936
2022-05-12 10:42:31,Microsoft Windows 7 Professional,3453,2936
2022-10-26 08:06:56,Microsoft® Windows Vista™ Business,2048,2933
2018-12-19 09:57:45,Microsoft Windows 7 Professional,8192,3901
2019-04-02 08:23:56,Microsoft Windows 7 Professional,8192,3901
2019-04-12 07:48:27,Microsoft Windows 7 Professional,8192,3901
2019-05-06 14:56:34,Microsoft Windows 7 Professional,8192,3901
2019-07-03 08:31:28,Microsoft Windows 7 Professional,8192,3901
2019-11-01 12:53:16,Microsoft Windows 7 Professional,8192,3901
2019-11-04 09:32:01,Microsoft Windows 7 Professional,8192,3901
2019-11-13 12:42:23,Microsoft Windows 7 Professional,8192,3901
2019-11-18 11:40:24,Microsoft Windows 7 Professional,8192,3901
2019-11-27 13:00:38,Microsoft Windows 7 Professional,8192,3901
2021-11-10 10:48:26,Microsoft Windows 7 Professional,8192,3901
2021-12-03 15:32:22,Microsoft Windows 7 Professional,8192,3901
2022-01-11 12:52:32,Microsoft Windows 7 Professional,8192,3901
2022-01-27 10:34:24,Microsoft Windows 7 Professional,8192,3901
2022-02-03 09:18:37,Microsoft Windows 7 Professional,8192,3901
2022-02-07 13:45:23,Microsoft Windows 7 Professional,8192,3901
2021-05-26 11:55:52,Microsoft Windows 7 Professional,6878,3200
2021-01-05 09:18:04,Microsoft Windows 7 Professional,4096,2936
2020-05-28 09:23:36,Microsoft Windows 10 Pro,8192,2496
2022-10-27 11:50:50,Microsoft Windows 10 Pro,8192,2496
2022-10-27 14:54:29,Microsoft Windows 10 Pro,8192,2496
2020-11-06 11:00:46,Microsoft Windows 7 Professional,3550,3200
2022-04-08 08:37:09,Microsoft Windows 7 Professional,7062,2501
2019-06-24 11:51:34,Microsoft Windows 7 Professional,6562,2501
2020-02-10 11:37:00,Microsoft Windows 7 Professional,7072,2501
2022-10-27 14:09:55,Microsoft Windows 7 Professional,7072,2501
2020-11-11 15:31:41,Microsoft Windows 7 Professional,6562,2501
2019-02-13 08:27:57,Microsoft Windows 7 Professional,7072,2501
2021-05-13 08:29:39,Microsoft Windows 7 Professional,7072,2501
2021-05-14 07:58:31,Microsoft Windows 7 Professional,2966,2501
2022-10-27 09:31:37,Microsoft Windows 7 Professional,7072,2501
2020-10-07 09:57:44,Microsoft Windows 7 Professional,7072,2501
2022-10-27 12:51:06,Microsoft Windows 7 Professional,7072,2501
2022-03-31 13:19:57,Microsoft Windows 7 Professional,6562,2501
2020-11-11 12:42:13,Microsoft Windows 7 Professional,7072,2501
2018-09-27 13:43:21,Microsoft Windows 7 Professional,7072,2501
2019-01-07 10:42:27,Microsoft Windows 7 Professional,7072,2501
2019-03-13 14:30:12,Microsoft Windows 7 Professional,7072,2501
2018-12-18 10:47:14,Microsoft Windows 7 Professional,7072,2501
2021-11-03 14:41:25,Microsoft Windows 7 Professional,7072,2501
2022-10-27 13:07:16,Microsoft Windows 7 Professional,7072,2501
2019-07-24 08:08:31,Microsoft Windows 7 Professional,7072,2501
2019-08-22 08:12:31,Microsoft Windows 7 Professional,7072,2501
2019-10-09 15:35:38,Microsoft Windows 7 Professional,6562,2501
2019-02-20 14:36:58,Microsoft Windows 7 Professional,7072,2501
2021-05-26 20:36:13,Microsoft Windows 7 Professional,7072,2501
2022-10-27 12:59:36,Microsoft Windows 7 Professional,7072,2501
2022-10-27 13:30:34,Microsoft Windows 7 Professional,7072,2501
2021-12-21 11:31:22,Microsoft Windows 7 Professional,7072,2501
2020-01-13 09:40:16,Microsoft Windows 7 Professional,6562,2501
2022-10-27 11:25:28,Microsoft Windows 7 Professional,7072,2501
2022-05-24 14:56:30,Microsoft Windows 7 Professional,7072,2501
2022-10-27 07:52:42,Microsoft Windows 7 Professional,2976,2501
2020-02-20 12:09:59,Microsoft Windows 7 Professional,7072,2501
2021-03-29 09:55:55,Microsoft Windows 7 Professional,6562,2501
2019-08-07 08:17:49,Microsoft Windows 7 Professional,1791,1800
2021-02-03 10:00:59,Microsoft Windows XP Professional,1024,2992
2022-04-25 15:44:44,Microsoft Windows XP Professional,1024,2393
2019-02-13 14:00:26,Microsoft Windows 7 Professional,3318,2394
2021-05-13 09:19:58,Microsoft Windows 7 Professional,4096,2936
2019-02-07 14:38:46,Microsoft Windows XP Professional,1024,2194
2019-07-02 08:50:24,Microsoft Windows 7 Professional,8192,3326
2022-09-01 07:13:47,Microsoft Windows 7 Professional,2941,2936
2022-10-25 09:18:25,Microsoft Windows 7 Professional,2941,2936
2022-03-17 15:35:51,Microsoft Windows 7 Professional,4096,3400
2022-10-27 12:46:24,Microsoft Windows 7 Professional,3500,3400
2019-05-10 03:39:38,Microsoft Windows 7 Professional,2941,2936
2022-03-04 08:00:47,Microsoft Windows 7 Professional,16384,3301
2020-12-21 10:05:31,Microsoft Windows 7 Professional,16384,3301
2021-12-03 13:46:11,Microsoft Windows 7 Professional,4096,2901
2018-12-20 09:46:25,Microsoft Windows 7 Professional,2048,2133
2022-10-26 08:28:40,Microsoft Windows 7 Professional,6144,2933
2021-04-05 11:02:47,Microsoft Windows 7 Professional,4096,2936
2022-10-27 10:07:51,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:18:49,Microsoft Windows 7 Professional,4096,2901
2021-09-27 08:34:00,Microsoft Windows 7 Professional,2048,2933
2019-03-07 15:46:48,Microsoft Windows XP Professional,2048,2194
2019-02-01 15:47:46,Microsoft Windows XP Professional,2048,2925
2022-10-27 09:10:42,Microsoft Windows 7 Professional,7307,3601
2022-10-27 08:41:26,Microsoft Windows 7 Professional,8192,3601
2021-06-25 18:16:26,Microsoft® Windows Vista™ Ultimate,2048,1795
2018-09-28 14:25:13,Microsoft Windows 10 Pro,4096,3001
2021-05-18 14:33:34,Microsoft Windows 10 Pro,4096,3001
2020-01-23 11:12:17,Microsoft Windows 7 Professional,2048,1800
2019-08-05 14:16:26,Microsoft Windows 7 Professional Edition,2048,2926
2020-05-19 16:31:37,Microsoft Windows 10 Pro,8192,2496
2018-09-28 14:13:43,Microsoft Windows 7 Professional,2048,2133
2019-06-12 12:01:14,Microsoft Windows 7 Professional,1789,2938
2021-09-02 11:55:19,Microsoft Windows 10 Pro,5731,2496
2021-08-13 09:48:19,Microsoft Windows 7 Professional,2048,2133
2019-09-12 07:41:29,Microsoft Windows 7 Professional,3550,3200
2020-08-31 09:35:54,Microsoft Windows 7 Professional,3549,3003
2022-10-05 14:24:50,Microsoft Windows 7 Professional,3550,3200
2022-10-27 07:17:08,Microsoft Windows 7 Professional,3550,3200
2019-12-10 15:05:13,Microsoft Windows 7 Professional,6878,3200
2022-10-27 07:55:34,Microsoft Windows 10 Pro,8192,2496
2020-09-02 15:01:17,Microsoft Windows XP Professional,2048,2990
2021-05-10 13:21:05,Microsoft Windows XP Professional,2048,1793
2022-06-24 16:59:28,Microsoft Windows 7 Professional,2941,2936
2022-10-27 08:08:19,Microsoft Windows 7 Professional,4096,2936
2018-10-29 13:22:41,Microsoft Windows 7 Professional,3453,2936
2020-01-15 16:01:15,Microsoft Windows 7 Professional,4096,2936
2018-09-28 12:03:52,Microsoft Windows 7 Professional,4096,2936
2021-07-02 07:10:54,Microsoft Windows 10 Pro,8192,2496
2019-08-07 08:31:39,Microsoft Windows 7 Professional,2048,2200
2019-01-18 16:39:43,Microsoft Windows 10 Pro,8192,2496
2019-03-29 15:47:51,Microsoft Windows 7 Professional,1024,2218
2019-10-17 08:46:10,Microsoft Windows XP Professional,3072,2660
2022-10-27 08:48:43,Microsoft Windows 10 Pro,4096,2993
2022-05-18 15:35:22,Microsoft Windows 10 Pro,4096,3001
2018-09-28 14:40:04,Microsoft Windows 10 Pro,4096,3001
2020-03-03 15:45:11,Microsoft Windows 10 Pro,8192,2496
2022-03-23 14:48:45,Microsoft Windows 7 Professional,4096,3400
2022-04-12 08:11:44,Microsoft Windows 7 Professional,4096,3400
2019-03-15 09:41:59,Microsoft Windows 7 Professional,3327,3000
2019-01-07 15:04:35,Microsoft Windows XP Professional,3327,2992
2020-03-02 10:16:58,Microsoft Windows 7 Professional,8192,3601
2021-02-19 15:36:08,Microsoft Windows 7 Professional,2941,2936
2019-05-29 08:25:54,Microsoft Windows 7 Professional,2941,2936
2022-08-26 11:48:46,Microsoft Windows 7 Professional,4096,2936
2020-10-08 08:06:28,Microsoft Windows 7 Professional,2941,2936
2021-04-23 16:44:24,Microsoft Windows 7 Professional,2941,2936
2019-08-16 08:33:18,Microsoft Windows 7 Professional,2941,2936
2022-10-27 09:56:40,Microsoft Windows 8 Professional Edition,15791,2496
2022-06-13 11:43:34,Microsoft Windows 7 Professional,3551,3000
2022-10-27 09:49:06,Microsoft Windows 7 Professional,3327,3000
2019-05-17 10:48:40,Microsoft Windows 7 Professional,4096,2501
2022-10-27 08:43:21,Microsoft Windows 10 Pro,4096,1801
2022-02-11 11:20:44,Microsoft Windows 7 Professional,2048,3000
2019-07-30 14:31:41,Microsoft Windows 7 Professional,3453,2936
2019-04-08 09:49:36,Microsoft Windows 7 Professional,2941,2936
2019-05-31 11:08:10,Microsoft Windows XP Professional,1024,2194
2020-05-01 08:59:29,Microsoft Windows 7 Professional,2941,2936
2022-03-31 09:09:36,Microsoft Windows 7 Professional,4096,2936
2019-12-18 16:59:26,Microsoft Windows 7 Professional,8192,3601
2018-11-27 16:31:55,Microsoft Windows 7 Professional,8192,3101
2018-09-26 10:06:20,Microsoft Windows 7 Professional,2941,2936
2022-10-26 10:09:38,Microsoft Windows 7 Ultimate,3293,3000
2022-10-26 17:06:52,Microsoft Windows Server 2008 R2 Standard,8184,2400
2022-06-09 09:49:53,Microsoft Windows 10 Pro,3480,3300
2022-06-09 09:54:16,Microsoft Windows 7 Professional,3013,3600
2022-10-26 20:23:16,Microsoft Windows 7 Professional,3507,3600
2022-10-25 09:50:08,Microsoft Windows 7 Ultimate,2048,2933
2022-04-06 16:30:43,Microsoft Windows 7 Professional,3415,2901
2022-05-03 12:55:52,Microsoft Windows 7 Professional,3415,2901
2021-09-15 11:24:56,Microsoft Windows 7 Professional,2048,2926
2022-01-06 17:33:19,Microsoft Windows 7 Professional,2048,2926
2022-10-20 15:10:55,Microsoft Windows 7 Professional,2941,2936
2019-07-04 08:52:22,Microsoft Windows 7 Professional,2783,2400
2022-10-26 09:42:48,Microsoft Windows 10 Pro,8192,3600
2018-12-21 08:47:37,Microsoft Windows 7 Professional,2941,2936
2018-10-10 13:53:22,Microsoft Windows 7 Professional,2941,2936
2021-01-22 02:34:26,Microsoft Windows 7 Professional,2941,2936
2021-07-28 10:55:45,Microsoft Windows 7 Professional,8192,3601
2022-10-27 14:28:48,Microsoft Windows XP Professional,2048,2792
2018-12-28 10:29:34,Microsoft Windows 7 Professional,4096,2936
2022-10-27 14:01:59,Microsoft Windows 10 Pro,8192,3408
2021-12-09 11:43:27,Microsoft Windows 10 Pro,8192,3201
2020-10-14 14:58:23,Microsoft Windows 7 Ultimate,3292,2133
2021-09-10 10:11:58,Microsoft Windows XP Professional,2048,2925
2018-10-04 12:04:02,Microsoft Windows XP Professional,2048,2925
2019-04-18 08:28:55,Microsoft Windows XP Professional,2048,2792
2021-12-23 11:01:48,Microsoft Windows 7 Professional,4096,2936
2019-09-12 13:37:50,Microsoft Windows 7 Professional,2048,2133
2021-04-08 11:29:14,Microsoft Windows 7 Professional,1024,2133
2019-12-06 17:44:51,Microsoft Windows 7 Professional,2048,2133
2022-04-29 16:11:06,Microsoft Windows XP Professional,2048,2933
2022-04-01 08:50:20,Microsoft Windows 7 Professional,3453,2936
2021-04-07 12:09:25,Microsoft® Windows Vista™ Business,2048,2933
2022-05-30 17:11:17,Microsoft® Windows Vista™ Business,3316,2800
2022-10-27 08:25:22,Microsoft Windows 8.1 Pro,8192,3201
2020-04-02 12:30:15,Microsoft Windows 7 Professional,3507,3600
2021-07-14 09:13:01,Microsoft Windows 8.1 Pro,8192,3001
2019-01-21 08:37:12,Microsoft Windows XP Professional,1024,2194
2022-10-26 15:16:59,Microsoft Windows 10 Pro,8192,3408
2020-02-12 11:55:28,Microsoft Windows 7 Professional,2941,2936
2018-10-17 09:24:47,Microsoft Windows 7 Professional,2941,2936
2019-04-04 15:12:44,Microsoft Windows 7 Professional,2048,2400
2018-11-07 15:33:47,Microsoft Windows 7 Professional,2048,2400
2021-04-26 17:02:40,Microsoft Windows XP Professional,2048,2792
2020-08-11 15:59:32,Microsoft Windows 7 Professional,2048,2933
2018-11-08 15:27:28,Microsoft® Windows Vista™ Business,2048,2933
2022-10-25 13:01:08,Microsoft Windows 7 Professional,3519,2933
2022-10-13 08:58:28,Microsoft Windows 7 Professional,2048,2133
2019-04-17 08:07:14,Microsoft Windows XP Professional,1024,2193
2020-03-03 08:35:35,Microsoft Windows XP Professional,2048,2792
2022-05-04 07:51:53,Microsoft Windows XP Professional,3317,2925
2019-02-27 06:53:28,Microsoft Windows 7 Professional,2048,2133
2022-04-08 14:30:00,Microsoft Windows 7 Professional,2941,2936
2019-11-11 10:20:00,Microsoft Windows 7 Professional,2941,2936
2020-11-30 14:53:19,Microsoft Windows 7 Professional,2941,2936
2022-10-26 12:05:44,Microsoft Windows 7 Professional,2941,2936
2019-05-30 14:48:49,Microsoft Windows 7 Professional,2941,2936
2021-10-15 17:39:38,Microsoft Windows 10 Pro,2941,2936
2022-10-25 08:22:42,Microsoft Windows 7 Professional,2941,2936
2022-09-14 17:08:55,Microsoft Windows 7 Professional,2941,2936
2021-08-24 16:30:36,Microsoft Windows 7 Professional,2941,2936
2022-08-11 11:29:40,Microsoft Windows 7 Professional,2941,2936
2019-03-21 09:13:48,Microsoft Windows 7 Professional,2941,2936
2020-06-17 13:30:57,Microsoft Windows 7 Professional,2941,2936
2019-03-26 07:10:59,Microsoft Windows 7 Professional,1658,2133
2020-06-16 13:25:24,Microsoft Windows 7 Professional,3037,2936
2022-07-21 10:46:48,Microsoft Windows 7 Ultimate,4096,2936
2022-03-11 08:59:11,Microsoft Windows 7 Professional,3072,1995
2022-07-07 18:10:30,Microsoft Windows 7 Professional,3072,2933
2019-04-17 09:15:25,Microsoft Windows 7 Professional,2048,2600
2022-06-27 15:58:45,Microsoft Windows 7 Professional,2048,2933
2019-01-30 12:36:06,Microsoft Windows 7 Professional,2048,2194
2021-10-22 08:30:32,Microsoft Windows 7 Professional,2048,3000
2019-03-13 14:38:06,Microsoft Windows 7 Professional,2048,2933
2022-04-29 16:32:55,Microsoft Windows 7 Professional,2048,2600
2022-06-22 17:35:45,Microsoft Windows 7 Professional,2048,2800
2021-02-23 09:14:49,Microsoft Windows 7 Ultimate,2048,2600
2021-12-17 08:26:28,Microsoft Windows 7 Professional,2048,2700
2020-07-07 14:35:32,Microsoft Windows 7 Professional,2048,1900
2020-04-06 15:58:13,Microsoft Windows 7 Professional,3550,3200
2022-06-07 12:35:12,Microsoft Windows 7 Professional,2048,2700
2022-07-05 16:06:57,Microsoft Windows 7 Professional,2048,2793
2022-07-05 14:45:36,Microsoft Windows 10 Pro,2521,3300
2020-06-05 09:05:17,Microsoft Windows 7 Professional,2048,2600
2021-03-25 22:41:59,Microsoft Windows 7 Professional,2048,3000
2022-06-28 11:32:18,Microsoft Windows 7 Professional,2048,2600
2018-11-13 17:42:25,Microsoft Windows 7 Professional,2048,1795
2021-06-17 18:30:45,Microsoft Windows 7 Professional,2560,2593
2020-04-02 15:19:04,Microsoft Windows 7 Professional,2048,2700
2022-06-08 14:53:17,Microsoft Windows 7 Professional,2048,2600
2020-04-16 11:38:56,Microsoft Windows 7 Professional,2048,2793
2022-06-02 15:17:19,Microsoft Windows 7 Ultimate,2048,2700
2020-05-11 16:08:15,Microsoft Windows 7 Professional,2048,2933
2018-12-19 08:19:59,Microsoft Windows 7 Professional,2048,2600
2020-07-01 12:55:26,Microsoft Windows 7 Professional,2048,2933
2020-05-27 16:41:43,Microsoft Windows 7 Professional,2048,2600
2019-05-07 09:15:49,Microsoft Windows 7 Professional,2048,2700
2022-04-28 16:24:06,Microsoft Windows 7 Professional,2048,3000
2018-09-24 18:38:07,Microsoft Windows 7 Professional,2048,2600
2022-10-27 13:27:49,Microsoft Windows 7 Professional,2048,3000
2021-12-15 14:44:29,Microsoft Windows 7 Professional,2048,2693
2019-12-06 18:12:04,Microsoft Windows 7 Professional,2048,2600
2022-09-27 12:32:50,Microsoft Windows 7 Professional,1024,2527
2019-10-25 12:08:34,Microsoft Windows 7 Ultimate,2048,2600
2021-09-22 14:44:10,Microsoft Windows 7 Ultimate,2048,3333
2022-05-23 07:39:49,Microsoft Windows 7 Professional,2048,2533
2020-02-13 17:44:02,Microsoft Windows 7 Professional,2048,2600
2022-06-13 08:20:18,Microsoft Windows 7 Professional,2048,2700
2022-10-26 10:15:58,Microsoft Windows 7 Professional,3072,2933
2022-06-13 14:17:15,Microsoft Windows 7 Professional,3072,2700
2022-06-10 08:34:01,Microsoft Windows 7 Professional,3072,2933
2019-01-14 10:17:48,Microsoft Windows 7 Professional,2048,2600
2021-09-13 10:00:27,Microsoft Windows 7 Professional,2048,2600
2021-04-24 00:39:17,Microsoft Windows 7 Professional,2048,2933
2021-03-16 17:55:32,Microsoft Windows 7 Professional,2048,2600
2022-06-08 10:52:55,Microsoft Windows 7 Professional,2048,2700
2022-04-01 00:09:50,Microsoft Windows 7 Ultimate,2048,2394
2022-04-27 09:18:24,Microsoft Windows 7 Professional,2048,2600
2022-10-27 13:15:44,Microsoft Windows 7 Professional,3072,3000
2022-10-19 15:02:00,Microsoft Windows 7 Professional,2526,3200
2022-06-09 09:42:43,Microsoft Windows 7 Ultimate,2526,3200
2022-07-21 11:34:01,Microsoft Windows 7 Ultimate,1984,1908
2018-11-05 08:59:54,Microsoft Windows 7 Ultimate,3072,3100
2019-03-15 09:25:28,Microsoft Windows 7 Professional,2048,1900
2019-02-18 10:23:18,Microsoft Windows 7 Professional,1536,1800
2019-03-12 09:10:30,Microsoft Windows 7 Professional,1984,1900
2018-12-28 08:14:58,Microsoft Windows 7 Professional,1984,1800
2019-07-01 08:43:19,Microsoft Windows 7 Ultimate,2048,1900
2019-03-18 14:02:52,Microsoft Windows 7 Ultimate,2048,1908
2019-02-20 08:12:58,Microsoft Windows 7 Professional,1536,1900
2018-11-09 07:21:35,Microsoft Windows 7 Professional,2048,1900
2018-11-28 17:51:22,Microsoft Windows 7 Professional,2048,1900
2019-02-12 07:34:03,Microsoft Windows 7 Professional,2048,1900
2019-02-13 07:41:07,Microsoft Windows 7 Professional,1536,1900
2022-03-07 14:17:44,Microsoft Windows 7 Professional,3072,1800
2019-11-26 11:39:02,Microsoft Windows 7 Professional,3072,1908
2019-11-14 16:50:51,Microsoft Windows 7 Professional,512,1800
2021-03-22 14:41:07,Microsoft Windows 7 Professional,1984,1900
2022-10-27 14:32:11,Microsoft Windows 7 Professional,1984,1900
2019-07-11 13:49:48,Microsoft Windows 7 Professional,1502,3200
2022-06-07 20:45:55,Microsoft Windows 7 Professional,3550,3200
2018-10-01 13:38:40,Microsoft Windows 7 Professional,2048,1900
2018-12-11 15:21:01,Microsoft Windows 7 Ultimate,2560,1800
2021-01-21 10:39:22,Microsoft Windows 7 Ultimate,2048,3326
2021-10-15 02:24:51,Microsoft Windows 7 Ultimate,1502,3200
2021-11-03 09:04:18,Microsoft Windows 7 Ultimate,2048,3000
2019-02-22 07:39:53,Microsoft Windows 7 Ultimate,1536,1900
2020-04-13 15:10:35,Microsoft Windows 7 Professional,2782,3200
2019-02-07 10:32:53,Microsoft Windows 7 Ultimate,1740,1100
2022-06-09 10:16:50,Microsoft Windows 7 Professional,2782,3200
2022-10-27 07:54:49,Microsoft Windows 7 Professional,3550,3200
2022-05-31 08:22:11,Microsoft Windows 7 Ultimate,1536,1807
2019-06-26 08:36:16,Microsoft Windows 7 Ultimate,2048,3326
2020-03-20 11:27:17,Microsoft Windows 7 Ultimate,2048,3100
2018-10-25 11:49:31,Microsoft Windows 7 Ultimate,2560,1800
2022-10-27 08:48:45,Microsoft Windows 7 Ultimate,1502,3200
2022-02-18 10:21:48,Microsoft Windows 7 Professional,2048,1908
2022-07-11 10:24:28,Microsoft Windows 7 Ultimate,1536,1800
2021-01-15 14:57:19,Microsoft Windows 7 Professional,3550,3200
2021-11-12 13:10:10,Microsoft Windows 7 Professional,3550,3200
2020-04-16 11:38:14,Microsoft Windows 7 Professional,1502,3200
2020-04-07 13:04:28,Microsoft Windows 7 Professional,2782,3200
2018-11-07 08:07:19,Microsoft Windows 7 Ultimate,1536,1900
2019-02-21 11:44:54,Microsoft Windows 7 Ultimate,1984,1900
2018-11-27 11:27:06,Microsoft Windows 7 Ultimate,1536,1800
2021-01-21 19:28:28,Microsoft Windows 7 Ultimate,2941,2936
2019-11-20 16:16:27,Microsoft Windows 7 Ultimate,2048,3326
2022-10-27 08:12:04,Microsoft Windows 7 Professional,3550,3200
2018-09-25 16:43:15,Microsoft Windows 7 Ultimate,1536,1900
2018-10-08 10:04:11,Microsoft Windows 7 Professional,1536,1900
2019-02-27 13:58:05,Microsoft Windows 7 Professional,1536,1900
2019-07-24 10:40:01,Microsoft Windows 7 Professional,1536,1900
2020-01-15 14:44:26,Microsoft Windows 7 Professional,1536,1900
2020-04-16 11:38:24,Microsoft Windows 7 Professional,1536,1900
2018-10-08 11:02:00,Microsoft Windows 7 Professional,3519,1900
2021-05-17 13:39:42,Microsoft Windows 7 Ultimate,3451,3326
2022-10-27 10:40:36,Microsoft Windows 7 Ultimate,3317,2600
2022-05-12 13:24:21,Microsoft Windows 7 Professional,3579,3326
2018-10-04 07:44:22,Microsoft Windows 7 Professional,2048,1908
2020-10-27 12:48:21,Microsoft Windows 7 Professional,3550,3200
2019-05-28 07:41:26,Microsoft Windows 7 Ultimate,3451,3326
2021-09-03 16:07:29,Microsoft Windows 7 Professional,2048,1867
2021-02-09 18:32:00,Microsoft Windows 7 Ultimate,3072,2200
2022-02-10 10:10:35,Microsoft Windows 7 Professional,3292,2600
2022-02-18 13:27:51,Microsoft Windows 7 Professional,2048,2600
2018-12-13 12:36:41,Microsoft Windows 7 Ultimate,1536,1900
2020-03-31 14:32:14,Microsoft Windows 7 Professional,2048,2933
2021-01-25 10:33:40,Microsoft Windows 7 Ultimate,2782,3200
2022-05-05 17:04:35,Microsoft Windows 7 Ultimate,4096,2936
2018-10-26 13:59:50,Microsoft Windows 7 Ultimate,3583,3100
2021-01-07 13:15:00,Microsoft Windows 7 Professional,1502,3200
2021-09-03 15:59:39,Microsoft Windows 7 Professional,5120,3201
2020-03-11 09:32:51,Microsoft Windows 7 Ultimate,2048,1800
2019-05-13 09:02:48,Microsoft Windows 7 Professional,2048,2133
2022-01-06 16:20:23,Microsoft Windows 7 Professional,3038,3001
2022-03-08 10:32:32,Microsoft Windows 7 Professional,2941,2936
2020-03-19 14:47:27,Microsoft Windows 7 Professional,2941,2936
2018-11-05 08:45:32,Microsoft Windows 7 Ultimate,1536,1800
2019-05-08 11:41:30,Microsoft Windows 7 Professional,2941,2936
2020-01-30 13:48:04,Microsoft Windows 7 Professional,2941,2936
2022-10-26 17:00:40,Microsoft Windows 7 Professional,3037,2936
2022-10-27 10:27:18,Microsoft Windows 7 Professional,2941,2936
2021-12-06 10:32:35,Microsoft Windows 7 Professional,2941,2936
2022-09-06 04:04:41,Microsoft Windows 7 Professional,2941,2936
2021-03-01 10:35:09,Microsoft Windows 7 Professional,2941,2936
2020-04-14 17:09:22,Microsoft Windows 7 Professional,2941,2936
2020-02-10 08:51:11,Microsoft Windows 7 Professional,2941,2936
2019-02-07 08:37:05,Microsoft Windows 7 Professional,2941,2936
2022-10-27 09:23:42,Microsoft Windows 7 Professional,2941,2936
2022-10-27 13:38:18,Microsoft Windows 7 Professional,2941,2936
2022-07-05 16:40:38,Microsoft Windows 7 Professional,1502,3200
2018-10-03 10:03:51,Microsoft Windows 7 Professional,3550,3200
2021-03-12 16:07:49,Microsoft Windows 7 Professional,3550,3200
2018-10-03 10:06:07,Microsoft Windows 7 Professional,3550,3200
2021-06-18 13:57:49,Microsoft Windows 7 Professional,3550,3200
2018-12-05 00:56:59,Microsoft Windows XP Professional,2048,2925
2022-10-27 07:47:35,Microsoft Windows 7 Professional,2941,2936
2022-10-20 09:16:17,Microsoft Windows 7 Professional,2941,2936
2020-02-10 10:07:42,Microsoft Windows 7 Professional,2941,2936
2020-03-03 09:41:06,Microsoft Windows 7 Professional,2941,2936
2019-04-05 15:04:37,Microsoft Windows 7 Professional,2941,2936
2020-12-15 16:23:30,Microsoft Windows 7 Professional,2941,2936
2019-06-19 13:59:25,Microsoft Windows 10 Pro,2941,2936
2019-09-12 11:12:37,Microsoft Windows 7 Professional,2941,2936
