Account info: TAG;Last inventory;Computer;User;Operating system;RAM (MB);CPU (MHz);
;2020-02-14 08:55:43;PMC015141;antonnia.silva;Microsoft Windows 7 Professional;4096;3200;
NA;2020-02-14 02:10:17;CT01-001617;SISTEMA;Microsoft Windows 7 Professional;4096;2901;
NA;2020-02-13 17:44:02;SME-32;Administrador;Microsoft Windows 7 Professional;2048;2600;
NA;2020-02-13 17:39:00;CT01-003532;SISTEMA;Microsoft Windows 7 Professional;12288;3326;
;2020-02-13 17:31:57;PMC-G8KWCC1;sirnei.vicari;Microsoft Windows XP Professional;1024;2793;
;2020-02-13 16:20:39;PMC-302391;VITORIA.REIS;Microsoft Windows 7 Professional;2048;2133;
;2020-02-13 14:50:56;PMC-302843;ana.fortes;Microsoft® Windows Vista™ Business;2048;2933;
NA;2020-02-13 09:24:18;CT01-001678;nilva.oliveira;Microsoft Windows 7 Professional;3416;2901;
rf;2020-02-12 11:55:28;SMDS005520;miriam.silva;Microsoft Windows 7 Professional;2941;2936;
;2020-02-12 10:29:30;CT01-001442;ana.barrozo;Microsoft Windows 7 Professional;2048;1867;
NA;2020-02-12 08:52:31;PMC-1020095;yc.melani;Microsoft Windows 7 Professional;8192;3200;
;2020-02-11 08:54:20;PMC0160;vanessa.machado;Microsoft Windows 7 Professional;6562;2501;
;2020-02-10 17:45:05;SMTM-0689950;anderson.silva;Microsoft Windows 7 Professional;4096;2901;
;2020-02-10 17:04:15;SMS-TA-UBS036;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2020-02-10 11:44:42;CT01-000089;ana.quadrado;Microsoft Windows 7 Professional;7072;2501;
;2020-02-10 11:37:00;PMC68ND62;suelen.cancio;Microsoft Windows 7 Professional;7072;2501;
NA;2020-02-10 11:29:55;CT01-004020;denize.zaminha;Microsoft Windows XP Professional;1791;2812;
SMTM;2020-02-10 11:20:14;CT01-000675;anderson.silva;Microsoft Windows 7 Professional;4096;2901;
;2020-02-10 10:07:42;SMF-1393;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
;2020-02-10 08:51:27;DP-COLOMBO;SISTEMA;Microsoft Windows 7 Ultimate;2048;1900;
;2020-02-10 08:51:11;SMF-1025;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
;2020-02-10 08:46:36;PMC-1AF68XW1W;suzana.almeida;Microsoft Windows 7 Professional;7072;2501;
NA;2020-02-09 11:57:57;CT01-003827;;Microsoft® Windows Vista™ Business;2048;2933;
;2020-02-07 15:07:44;PMC-303007;marcus.pedreira;Microsoft Windows 7 Professional;2048;2936;
NA;2020-02-07 11:18:50;CT01-003885;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
;2020-02-07 09:11:50;CT01-000756;antonnia.silva;Microsoft Windows 7 Professional;8192;3601;
;2020-02-07 09:08:52;PMC068828;simone.koliveira;Microsoft Windows 7 Professional;4096;2901;
;2020-02-05 11:14:03;PMC-313272;saulo.gil;Microsoft Windows 8.1 Pro;8192;3201;
NA;2020-02-05 10:28:42;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
NA;2020-02-04 18:16:20;CT01-003700;alberto.pehl;Microsoft® Windows Vista™ Business;2048;2933;
;2020-02-03 14:55:12;PMC-303007;SISTEMA;Microsoft Windows 7 Professional;2048;2936;
;2020-02-03 11:59:15;PMC068546;luciano.deoliveira;Microsoft Windows 7 Professional;4096;2901;
NA;2020-01-31 08:59:05;CT01-003172;yc.sinara;Microsoft Windows 7 Professional;16384;3301;
;2020-01-30 13:48:04;SMF-02898;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2020-01-29 12:07:49;CT01-003536;;Microsoft Windows 10 Pro;4096;3001;
NA;2020-01-28 11:25:33;CT01-000890;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
;2020-01-28 10:39:24;WS006000043;glauco.bandeira;Microsoft Windows XP Professional;2048;2792;
NA;2020-01-28 10:18:46;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
;2020-01-28 09:21:07;DCA-502;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2020-01-28 09:19:27;CT01-003502;martim.muniz;Microsoft Windows 10 Pro;4096;3001;
NA;2020-01-27 15:49:14;PMC301973;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
;2020-01-27 08:41:12;PMC003157;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2020-01-24 16:25:36;CT01-003536;felipe.gomes;Microsoft Windows 10 Pro;4096;3001;
SME;2020-01-23 11:12:17;PMCX-A001501;operador;Microsoft Windows 7 Professional;2048;1800;
NA;2020-01-23 10:22:19;CT01-003536;liege.weissheimer;Microsoft Windows 10 Pro;4096;3001;
;2020-01-23 08:59:06;TANGO;hilda.nissola;Microsoft Windows Server 2008 R2 Enterprise;20480;2400;
;2020-01-22 13:46:04;CT01-000712;laura.mello;Microsoft Windows 7 Professional;2048;2926;
;2020-01-17 15:09:11;PMC-303007;SISTEMA;Microsoft Windows 7 Professional;2048;2936;
;2020-01-16 11:22:44;PMC068535;dirce.nascimento;Microsoft Windows 7 Professional;4096;2901;
;2020-01-16 11:16:04;DPRO101;Administrador;Microsoft Windows 7 Professional;2048;2133;
NA;2020-01-16 09:08:07;CT01-003502;martim.muniz;Microsoft Windows 10 Pro;4096;3001;
;2020-01-15 16:01:15;PMCX3FNBG;Administrador;Microsoft Windows 7 Professional;4096;2936;
NA;2020-01-15 14:52:35;CT01-001271;jeferson.mancy;Microsoft Windows 7 Professional;4096;2936;
;2020-01-15 14:44:26;SME-INCLUSAO1;maiara.gomes;Microsoft Windows 7 Professional;1536;1900;
NA;2020-01-15 09:22:42;CT01-003580;candice.trisch;Microsoft Windows 10 Pro;4096;3001;
NA;2020-01-15 09:11:15;CT01-003502;martim.muniz;Microsoft Windows 10 Pro;4096;3001;
;2020-01-13 11:05:11;CT01-001271;felipe.gomes;Microsoft Windows 7 Professional Edition;2941;2926;
;2020-01-13 09:40:16;PMC68YR58;vitor.correa;Microsoft Windows 7 Professional;6562;2501;
;2020-01-10 14:16:32;WS0061C5H73;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
;2020-01-10 09:55:38;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
SMC;2020-01-09 13:26:48;CT01-002470;fabiane.xavier;Microsoft Windows 10 Pro;8192;2496;
;2020-01-09 13:06:17;DIM3103-ED14192;thalita.bastos;Microsoft Windows XP Professional;1791;2812;
;2020-01-09 11:12:13;SMF-1403;eduardo.evangelho;Microsoft Windows 7 Professional;2941;2936;
;2020-01-07 10:49:35;SMS-3705;vinicius.stasiak;Microsoft Windows 7 Professional;2941;2936;
;2020-01-07 10:19:43;SMS0144;walter.filho;Microsoft Windows 7 Professional;3543;2933;
;2020-01-03 15:13:25;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
NA;2020-01-03 10:24:54;CT01-003532;emerson.charao;Microsoft Windows 7 Professional;12288;1996;
NA;2020-01-02 13:14:06;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
NA;2019-12-24 11:38:18;VBMSAPH08;svc.sharepoint;Microsoft Windows Server 2012 R2 Datacenter;8192;2400;
;2019-12-24 07:21:49;VBMSAPH05;adm.marcelo;Microsoft Windows Server 2008 R2 Enterprise;4096;2400;
NA;2019-12-20 16:53:25;CT01000743;guilherme.loeblein;Microsoft® Windows Vista™ Business;2048;2800;
;2019-12-20 12:40:22;PMC301495;julia.oliveira;Microsoft Windows XP Professional;2029;2793;
NA;2019-12-20 10:45:15;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
SME;2019-12-20 09:58:23;CT01-002299;SISTEMA;Microsoft Windows 7 Professional;1790;2800;
NA;2019-12-19 17:25:08;CT01-003944;SISTEMA;Microsoft Windows 7 Professional;4096;2936;
;2019-12-19 14:24:39;PMC10J911;fabiane.donatelli;Microsoft Windows 8.1 Pro;3009;3201;
;2019-12-18 16:59:26;PREFEITURADECAN;User;Microsoft Windows 7 Professional;8192;3601;
NA;2019-12-17 17:37:21;PAT-005914;filipe.zacher;Microsoft Windows 7 Ultimate;2941;2936;
SMDS;2019-12-17 13:19:19;CT01-000252;andre.dalmas;Microsoft Windows 7 Professional;3500;3400;
;2019-12-17 12:15:34;CT01-002217;operador;Microsoft Windows 7 Professional;2048;2700;
;2019-12-17 09:00:57;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
NA;2019-12-16 12:26:04;CT01-001572;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2019-12-16 09:38:13;CT01-003560;vitor.zizemer;Microsoft Windows 10 Pro;4096;3001;
NA;2019-12-12 18:24:32;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
;2019-12-12 10:14:16;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
;2019-12-12 09:05:59;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
NA;2019-12-12 09:03:28;CT01-003580;angela.arruda;Microsoft Windows 10 Pro;4096;3001;
SMS;2019-12-11 04:25:09;CT01-001760;SISTEMA;Microsoft Windows 7 Professional;2048;2933;
;2019-12-10 16:42:51;PMC-303007;marcus.pedreira;Microsoft Windows 7 Professional;2048;2936;
;2019-12-10 15:05:13;PMCX20055;guilherme.loeblein;Microsoft Windows 7 Professional;6878;3200;
NA;2019-12-10 11:53:56;CT-000890;andriele.spenazzatto;Microsoft Windows 7 Professional;2048;2133;
NA;2019-12-10 11:53:43;CT01-003212;SISTEMA;Microsoft Windows 7 Professional Edition;7646;3194;
;2019-12-10 10:34:17;WS0069000037;felipe.gomes;Microsoft Windows 7 Professional;2048;2133;
sms;2019-12-10 10:09:53;CT01-000049;marcia.ehlers;Microsoft Windows 7 Professional;7070;2501;
NA;2019-12-10 09:25:34;CT01-003580;angela.arruda;Microsoft Windows 10 Pro;4096;3001;
NA;2019-12-10 07:46:46;CT01-003309;ronaldo.oliveira;Microsoft® Windows Vista™ Business;2048;2933;
NA;2019-12-09 17:55:01;CT01-003580;angela.arruda;Microsoft Windows 10 Pro;4096;3001;
NA;2019-12-09 17:18:34;CT01-003560;vitor.zizemer;Microsoft Windows 10 Pro;4096;3001;
NA;2019-12-09 10:41:40;CT01-003621;;Microsoft Windows 10 Pro;8192;2496;
NA;2019-12-09 10:32:55;DESKTOP-HCPOO8O;luciane.brum;Microsoft Windows 10 Pro;6551;3600;
;2019-12-06 18:22:18;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
NA;2019-12-06 18:12:04;SME-28;Administrador;Microsoft Windows 7 Professional;2048;2600;
;2019-12-06 17:44:51;SMC-370;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2019-12-06 17:15:07;CT01-003891;guilherme.loeblein;Microsoft Windows 10 Pro;4096;3601;
;2019-12-06 16:31:23;GP-702;laisa.silva;Microsoft Windows 7 Professional;2048;2133;
;2019-12-06 10:41:48;CT01-001374;francis.moreno;Microsoft Windows 7 Professional;3550;3200;
NA;2019-12-06 08:14:56;CT01-003273;dariu.etchichury;Microsoft Windows 7 Professional;8192;3901;
NA;2019-12-05 14:38:36;CT01-003580;ANGELA.ARRUDA;Microsoft Windows 10 Pro;4096;3001;
;2019-12-04 16:35:41;PMC-L1BKN3D;SISTEMA;Microsoft Windows 7 Professional;3327;2667;
;2019-12-04 16:32:19;FMSC0248;Administrador;Microsoft Windows 8 Professional Edition;3997;3392;
SMEL;2019-12-04 14:48:36;CT01-001175;SISTEMA;Microsoft Windows 7 Professional;3524;3001;
NA;2019-12-03 15:26:49;CT01-000783;rafael.pereira;Microsoft® Windows Vista™ Business;2048;2800;
;2019-12-03 09:53:31;PMC301711A;gilnei.santos;Microsoft® Windows Vista™ Business;2048;2800;
;2019-12-02 15:52:09;WS006302107;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2019-12-02 14:55:24;TC000929;wagner.silva;Microsoft Windows 7 Professional;4096;3601;
;2019-11-28 15:48:53;CULTURA-428;paula.carvalho;Microsoft Windows XP Professional;2048;2926;
NA;2019-11-28 10:51:28;CT01-003471;operador;Microsoft Windows XP Professional;2048;2699;
NA;2019-11-27 18:57:18;PAULOFREIRE0-PC;wkb.marcio;Microsoft® Windows Vista™ Business;2048;3000;
;2019-11-27 13:00:38;PMC406724;jefferson.cunha;Microsoft Windows 7 Professional;8192;3901;
NA;2019-11-27 12:21:11;PMC301971;SISTEMA;Microsoft Windows 7 Professional;2048;2933;
NA;2019-11-27 10:30:53;CT01-003533;;Microsoft Windows 10 Pro;4096;3001;
;2019-11-27 09:17:45;CT01-000463;jessica.caetano;Microsoft Windows 8.1 Pro;8192;3201;
;2019-11-26 16:49:30;CANOASXXI-011;laura.mello;Microsoft Windows 7 Professional;2048;2926;
;2019-11-26 15:49:53;SMPG-302492B;Administrador;Microsoft Windows XP Professional;2048;2925;
NA;2019-11-26 11:39:02;SME-88;felipe.gomes;Microsoft Windows 7 Professional;3072;1908;
NA;2019-11-26 10:31:04;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
;2019-11-22 15:41:48;WORKSTATION08;Administrador;Microsoft Windows 7 Professional;2048;2830;
;2019-11-22 10:21:19;WS006008796;Administrador;Microsoft Windows 7 Professional;3495;3100;
;2019-11-22 09:38:07;PMC014692;antonnia.silva;Microsoft Windows 7 Professional;1502;3200;
NA;2019-11-22 09:20:27;CT01-003560;vitor.zizemer;Microsoft Windows 10 Pro;4096;3001;
;2019-11-21 17:05:23;SMRI-3726;wagner.figueiredo;Microsoft Windows 7 Professional;2941;2936;
;2019-11-21 16:10:10;PMC-250100400;SISTEMA;Microsoft Windows 7 Professional;1502;3200;
NA;2019-11-20 19:36:46;DESKTOP-5S9U39B;;Microsoft Windows 10 Pro;8192;2496;
SMC;2019-11-20 16:41:00;CT01-002318;mara.santos;Microsoft Windows 10 Pro;5731;2496;
;2019-11-20 16:16:27;SME-GABADJ015;ronaldo.pires;Microsoft Windows 7 Ultimate;2048;3326;
;2019-11-19 11:35:02;WS001610;gilnei.santos;Microsoft Windows 7 Professional;2048;2933;
;2019-11-18 11:40:24;PMC406724;jefferson.cunha;Microsoft Windows 7 Professional;8192;3901;
NA;2019-11-14 16:50:51;SME-91;SISTEMA;Microsoft Windows 7 Professional;512;1800;
;2019-11-13 12:42:23;PMC406724;jefferson.cunha;Microsoft Windows 7 Professional;8192;3901;
;2019-11-13 09:17:32;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
;2019-11-12 17:54:38;PGM-U3P;Administrador;Microsoft Windows 7 Professional;2941;2936;
;2019-11-12 14:54:56;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
;2019-11-12 14:30:56;CT01-000923;sharon.bohn;Microsoft Windows 7 Professional;2048;2133;
;2019-11-12 14:12:35;PMC-FNXD;SISTEMA;Microsoft Windows 7 Professional;4096;2936;
;2019-11-12 11:47:31;PMC30927;priscila.holtermann;Microsoft Windows XP Professional;1024;1406;
;2019-11-11 18:29:34;CT01-000923;sharon.bohn;Microsoft Windows 7 Professional;2048;2133;
;2019-11-11 12:10:34;PMC-4234V;SISTEMA;Microsoft Windows 7 Professional;3541;2400;
;2019-11-11 10:35:42;PMC072055;larissa.faleiro;Microsoft Windows XP Professional;1024;2194;
NA;2019-11-11 10:31:24;CT01-003712;rosangela.strogulski;Microsoft Windows 7 Professional;2941;2936;
;2019-11-11 10:20:00;SMDUH-255;gabriele.alves;Microsoft Windows 7 Professional;2941;2936;
NA;2019-11-08 15:40:45;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
;2019-11-08 12:04:53;PATRIMONIO-001;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2019-11-08 08:49:41;CT01-000662;matheus.teixeira;Microsoft Windows 8.1 Pro;3550;3200;
SMEL;2019-11-07 10:12:39;CT01-001151;fabiano.pereira;Microsoft Windows 7 Professional;3524;3001;
NA;2019-11-07 09:26:44;CT01-003580;candice.trisch;Microsoft Windows 10 Pro;4096;3001;
NA;2019-11-07 09:20:34;CT01;catia.souza;Microsoft Windows 8.1 Pro;8192;3600;
;2019-11-06 18:28:53;CT01-003676;dyonathan.schorn;Microsoft Windows 7 Professional;4096;2793;
NA;2019-11-06 16:08:12;DESKTOP-484J5P6;;Microsoft Windows 10 Pro;8192;3600;
NA;2019-11-06 12:17:49;CT01-003502;martim.muniz;Microsoft Windows 10 Pro;4096;3001;
NA;2019-11-05 16:39:07;CT01-000413;luciana.leao;Microsoft Windows 7 Professional;8192;3000;
NA;2019-11-05 16:11:03;CT01-002787;SISTEMA;Microsoft Windows 7 Professional;4096;2936;
NA;2019-11-05 10:08:59;CT01-003341;gabriella.laitano;Microsoft Windows 7 Professional;4096;2936;
;2019-11-04 13:52:03;CT01-000923;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
;2019-11-04 12:54:54;SMF-223;daniela.cunha;Microsoft Windows XP Professional;2048;2925;
;2019-11-04 11:49:44;CT01-001186;vinicius.rodrigues;Microsoft Windows 7 Professional;4096;2901;
;2019-11-04 10:32:57;SW005000184;Administrador;Microsoft® Windows Vista™ Business;2048;2933;
;2019-11-04 09:32:01;PMC406724;jefferson.cunha;Microsoft Windows 7 Professional;8192;3901;
;2019-11-01 14:17:29;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
;2019-11-01 12:53:16;PMC406724;jefferson.cunha;Microsoft Windows 7 Professional;8192;3901;
NA;2019-10-30 15:03:58;CT01-003502;martim.muniz;Microsoft Windows 10 Pro;4096;3001;
NA;2019-10-30 14:35:21;CT01-000105;fabiana.gomes;Microsoft Windows 7 Professional;7070;2501;
SMDUH;2019-10-29 15:39:01;PMC-302404;paulo.pires;Microsoft Windows XP Professional;2048;2925;
NA;2019-10-29 09:27:54;CT01-000621;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
;2019-10-27 18:58:57;CT01-000573;lisandro.carvalho;Microsoft Windows 7 Professional;2048;2936;
;2019-10-25 14:48:03;SMF-19832B;guilherme.loeblein;Microsoft Windows 7 Professional;2941;2936;
NA;2019-10-25 14:17:48;PCCANOAS;brenda.goulart;Microsoft Windows 8.1 Pro;8192;3600;
;2019-10-25 13:23:58;PMC-14817;ronald.silva;Microsoft Windows XP Professional;2048;2792;
NA;2019-10-25 12:08:34;SME-30;maria.job;Microsoft Windows 7 Ultimate;2048;2600;
;2019-10-25 10:14:28;CT01-001442;SISTEMA;Microsoft Windows 7 Professional;2048;1867;
;2019-10-24 13:53:08;CT01-000923;sharon.bohn;Microsoft Windows 7 Professional;2048;2133;
NA;2019-10-22 17:44:11;CT01-003560;vitor.zizemer;Microsoft Windows 10 Pro;4096;3001;
;2019-10-22 12:34:03;CT01-001442;ana.barrozo;Microsoft Windows 7 Professional;2048;1867;
NA;2019-10-21 17:20:20;CT01-000771;alessandra.agertt;Microsoft Windows 7 Professional;3550;3200;
;2019-10-21 12:44:04;CT01-001442;ana.barrozo;Microsoft Windows 7 Professional;2048;1867;
NA;2019-10-21 10:18:39;PM-301015;marco.gregis;Microsoft Windows 7 Professional;3038;3001;
NA;2019-10-21 09:06:47;PMC288212;SISTEMA;Microsoft Windows 7 Professional;4096;2936;
;2019-10-17 12:59:20;PMC20577;rafael.cruz;Microsoft Windows 7 Professional;4096;2936;
NA;2019-10-17 08:46:10;PMCX804N3;Administrador;Microsoft Windows XP Professional;3072;2660;
;2019-10-16 16:07:47;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
NA;2019-10-16 13:40:08;CT01-003843;SISTEMA;Microsoft Windows 8 Professional Edition;8060;3600;
NA;2019-10-15 15:06:48;CT01-002448;Administrador;Microsoft Windows 10 Pro;4096;3201;
NA;2019-10-15 07:33:35;CT01-003254;jorge.muniz;Microsoft Windows 7 Professional;4096;2936;
;2019-10-14 15:31:17;PMC019683;daniela.picinini;Microsoft Windows 7 Professional;3550;3200;
NA;2019-10-14 12:57:10;CT01-001319;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2019-10-14 09:49:29;CT01-000930;guaraci.flor;Microsoft Windows 7 Professional;2048;2133;
;2019-10-11 12:32:27;CT01-000923;sharon.bohn;Microsoft Windows 7 Professional;2048;2133;
NA;2019-10-11 09:56:47;CT01-001647;carlos.flores;Microsoft® Windows Vista™ Business;2048;2933;
NA;2019-10-11 09:54:25;DESKTOP-D6PFKV9;ricardo.freitas;Microsoft Windows 10 Pro;8192;3408;
NA;2019-10-11 09:36:30;DESKTOP-9MGTCRE;;Microsoft Windows 10 Pro;8192;3408;
NA;2019-10-11 08:46:37;DESKTOP-MOI0V73;ricardo.freitas;Microsoft Windows 10 Pro;8192;3408;
NA;2019-10-11 08:34:15;CT01-003864;justino.junior;Microsoft Windows 10 Pro;8192;3408;
NA;2019-10-11 07:53:10;DESKTOP-TAMQCT7;everton.viegas;Microsoft Windows 10 Pro;8192;3408;
NA;2019-10-10 10:48:11;DESKTOP-KNG7ACE;;Microsoft Windows 10 Pro;8192;3408;
NA;2019-10-10 10:16:44;DESKTOP-23TQ66E;renato.pintado;Microsoft Windows 10 Pro;8192;3408;
NA;2019-10-10 08:46:01;DESKTOP-QKNC989;jaime.izaguirre;Microsoft Windows 10 Pro;8192;3408;
;2019-10-09 15:35:38;PMC68YK97;guilherme.loeblein;Microsoft Windows 7 Professional;6562;2501;
NA;2019-10-09 08:27:52;CT01-001834;robson.r;Microsoft Windows 10 Pro;16384;3601;
NA;2019-10-09 08:25:36;CT01-000973;simone.santos;Microsoft Windows 7 Professional;2048;2133;
NA;2019-10-09 08:20:13;CT01-003536;liege.weissheimer;Microsoft Windows 10 Pro;4096;3001;
;2019-10-07 10:04:04;PMC-015223;filipe.quevedo;Microsoft Windows 7 Professional;2782;3200;
NA;2019-10-07 08:29:55;CT01-003773;celsio.almeida;Microsoft Windows 10 Pro;4096;3601;
NA;2019-10-04 14:27:22;CT01-000195;SISTEMA;Microsoft Windows 7 Professional;1024;2133;
;2019-10-04 10:52:02;WS00500301920;Administrador;Microsoft® Windows Vista™ Business;2048;2933;
;2019-10-04 10:38:49;SMF-PEMA269;simone.tarasconi;Microsoft Windows 7 Professional;4096;2901;
;2019-10-04 09:24:25;PMC022292;LUIS.CRUS;Microsoft Windows 7 Professional;3550;3200;
NA;2019-10-03 16:27:47;CT01-001235;carolina.juliao;Microsoft Windows 7 Professional;2941;2936;
;2019-10-03 14:07:19;PMC-01012525;Administrador;Microsoft Windows 7 Professional;3550;3200;
;2019-10-03 08:06:48;CT01-001376;marilene.souza;Microsoft Windows 8.1 Pro;3518;3200;
NA;2019-10-02 15:59:04;PMC019904;suzana.almeida;Microsoft Windows 7 Professional;3550;3200;
NA;2019-10-02 08:52:51;CT01-003580;candice.trisch;Microsoft Windows 10 Pro;4096;3001;
;2019-10-01 15:15:59;PMC201012;renato.medeiros;Microsoft Windows XP Professional;3072;2194;
NA;2019-10-01 14:25:53;CT01-003536;bernardo.anunciacao;Microsoft Windows 10 Pro;4096;3001;
;2019-10-01 11:18:22;SMS-DPASM-CEPIA;renato.souza;Microsoft Windows 7 Professional;2941;2936;
;2019-09-30 13:57:03;PMC301904;sergio.souto;Microsoft® Windows Vista™ Business;2048;2933;
NA;2019-09-27 18:11:32;DESKTOP-VP17IO0;suzana.almeida;Microsoft Windows 10 Pro;12288;3600;
;2019-09-27 15:12:32;PMC-301972;marlire.marques;Microsoft Windows 7 Professional;2048;2933;
;2019-09-27 13:18:56;CT01-000923;sharon.bohn;Microsoft Windows 7 Professional;2048;2133;
;2019-09-26 07:32:53;PMC301519;itamar.vargas;Microsoft Windows 7 Ultimate;3317;2800;
;2019-09-25 09:22:47;PMC00021;marilene.souza;Microsoft Windows 7 Professional;2048;2133;
NA;2019-09-25 08:41:21;CT01-003502;martim.muniz;Microsoft Windows 10 Pro;4096;3001;
;2019-09-25 08:27:21;SMRI-3529;svc.toten;Microsoft Windows XP Professional;1024;2926;
;2019-09-25 07:46:04;PMC302042;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2019-09-24 14:21:13;CT01-001816;guilherme.loeblein;Microsoft Windows 8.1 Pro;4096;3200;
;2019-09-23 08:14:14;HABITACAO-267;jean.madalosso;Microsoft Windows 7 Professional;2941;2936;
;2019-09-18 19:57:17;PMC022286;guilherme.loeblein;Microsoft Windows 7 Professional;4096;3200;
NA;2019-09-18 09:41:23;CT01-001057;suzana.almeida;Microsoft Windows XP Professional;3072;2194;
NA;2019-09-17 13:18:45;CT01-003611;adriane.neves;Microsoft Windows 10 Pro;4096;3001;
NA;2019-09-17 11:58:03;CT01-003474;;Microsoft Windows 10 Pro;8192;3408;
;2019-09-17 10:49:52;WS006000022;carmen.dossantos;Microsoft Windows XP Professional;3072;2925;
;2019-09-16 14:38:28;DRH-30800;alexia.luz;Microsoft Windows XP Professional;1024;2194;
NA;2019-09-16 10:10:20;CT01-003712;rosangela.strogulski;Microsoft Windows 7 Professional;3037;2936;
NA;2019-09-12 16:05:18;CT01-003627;vera.bini;Microsoft Windows 10 Pro;4096;3001;
;2019-09-12 13:37:50;SMC-360;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2019-09-12 11:17:47;CT01-000428;elizandro.silva;Microsoft Windows 7 Professional;3072;2936;
;2019-09-12 11:12:37;SMF-1399;francisco.rocha;Microsoft Windows 7 Professional;2941;2936;
NA;2019-09-12 07:41:29;PMCX020193;isolete.nagashima;Microsoft Windows 7 Professional;3550;3200;
;2019-09-11 17:48:08;PMC303370;alvaro.santos;Microsoft Windows 7 Professional;2048;2933;
;2019-09-11 16:16:52;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
;2019-09-11 15:06:20;GP-MARCIA-HP;SISTEMA;Microsoft Windows 7 Professional;2048;2933;
NA;2019-09-11 13:34:55;CT01-003816;SISTEMA;Microsoft Windows 7 Professional;2048;2600;
NA;2019-09-10 10:50:57;CT01-003611;adriane.neves;Microsoft Windows 10 Pro;4096;3001;
NA;2019-09-10 09:05:33;CT01-003371;SISTEMA;Microsoft Windows 7 Professional;1791;3100;
NA;2019-09-09 14:05:01;CT01-000549;tiago.jardim;Microsoft® Windows Vista™ Business;3317;2933;
;2019-09-06 14:42:36;PMC105166;pedro.coliveira;Microsoft Windows 7 Professional;2782;3200;
;2019-09-06 13:43:34;CULTURA-430;jhenifer.dasilva;Microsoft Windows XP Professional;2048;2925;
NA;2019-09-05 08:45:47;CT01-003502;martim.muniz;Microsoft Windows 10 Pro;4096;3001;
;2019-09-04 13:19:29;CT01-000923;sharon.bohn;Microsoft Windows 7 Professional;2048;2133;
NA;2019-09-04 13:05:01;CT01-003873;guilherme.loeblein;Microsoft Windows XP Professional;1024;3000;
;2019-09-04 12:14:26;PMC-303007;renata.cruz;Microsoft Windows 7 Professional;2048;2936;
NA;2019-09-02 15:53:25;CT01-003168;sidarta.leal;Microsoft Windows 7 Professional;2048;2133;
NA;2019-09-02 11:07:08;CT01-001056;operador;Microsoft® Windows Vista™ Business;2048;2933;
;2019-09-02 11:04:04;PMC-1AF68XY6R;felipe.gomes;Microsoft Windows 7 Professional;7072;2501;
NA;2019-08-30 09:33:23;CT01-000974;cristiano.junior;Microsoft Windows 7 Professional;8192;3601;
NA;2019-08-30 08:39:24;CT01-003502;martim.muniz;Microsoft Windows 10 Pro;4096;3001;
;2019-08-30 07:45:05;SMS-404;greice.bizarro;Microsoft Windows XP Professional;2048;2926;
;2019-08-29 08:00:16;PMC003129;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
;2019-08-28 08:48:48;CT01-001415;mauricio.vieira;Microsoft Windows 7 Professional;4096;2901;
